,high, positive,low, positive,high, medium,low, medium,high, negative,low, negative,noaction,
PosHiOnRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosHiOnWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
PosHiOffRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosHiOffWrong,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosLoOnRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosLoOnWrong,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosLoOffRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
PosLoOffWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
NegHiOnRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
NegHiOnWrong,0.0,0.0,0.0,0.0,50.0,0.0,0.0,
NegHiOffRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
NegHiOffWrong,0.0,0.0,0.0,0.0,50.0,0.0,0.0,
NegLoOnRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
NegLoOnWrong,0.0,0.0,0.0,0.0,50.0,0.0,0.0,
NegLoOffRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
NegLoOffWrong,0.0,0.0,0.0,0.0,0.0,50.0,0.0,
MedHiOnRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedHiOnWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedHiOffRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedHiOffWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedLoOnRight,0.0,50.0,0.0,0.0,0.0,0.0,0.0,
MedLoOnWrong,0.0,50.0,0.0,0.0,0.0,0.0,0.0,
MedLoOffRight,0.0,0.0,0.0,0.0,0.0,50.0,0.0,
MedLoOffWrong,0.0,0.0,0.0,0.0,0.0,50.0,0.0,
