oso,1,animal,bear,0.5
perro,1,animal,dog,0.5
gato,1,animal,cat,0.5
mono,1,animal,monkey,0.5
boca,1,body,mouth,0.5
cama,1,item,bed,0.5
taza,1,item,cup,0.5
luz,1,item,light,0.5
mesa,1,item,table,0.5
risa,1,overt,laugh,0.5
ba?o,1,overt,bath,0.5
danza,1,overt,dance,0.5
comer,1,overt,eat,0.5
dar,1,covert,give,0.5
ir,1,covert,go,0.5
beso,1,overt,kiss,0.5
malo,1,value,bad,0.5
grande,1,size,big,0.5
poco,1,size,little,0.5
fr?o,1,value,cold,0.5
seco,1,value,dry,0.5
bueno,1,value,good,0.5
este,1,other,this,0.5
que,1,other,that,0.5
m?s,1,other,more,0.5
qu?,1,question,what,0.5
donde,1,question,where,0.5
me,1,other,me,0.5
en,1,other,in,0.5
no,1,other,no,0.5
s?,1,other,yes,0.5
en,1,other,on,0.5
manzana,2,food,apple,0.5
bebida,2,food,drink,0.5
brazo,2,body,arm,0.5
cabeza,2,body,head,0.5
puerta,2,item,door,0.5
robot,2,item,robot,0.5
abrazo,2,overt,hug,0.5
azul,2,color,blue,0.5
sucio,2,value,dirty,0.5
limpio,2,value,clean,0.5
feliz,2,value,happy,0.5
pesado,2,value,heavy,0.5
cuando,2,question,when,0.5
m?o,2,other,mine,0.5
fuera,2,other,out,0.5
p?jaro,3,animal,bird,0.5
galleta,3,food,cookie,0.5
galleta,3,food,cracker,0.5
botella,3,item,bottle,0.5
silla,3,item,chair,0.5
oreja,3,body,ear,0.5
vientre,3,body,belly,0.5
computador,3,item,computer,0.5
tableta,3,item,tablet,0.5
abajo,3,covert,down,0.5
arriba,3,covert,up,0.5
aplaudir,3,overt,clap,0.5
llegar,3,covert,get,0.5
caliente,3,value,hot,0.5
rojo,3,color,red,0.5
por qu?,3,question,why,0.5
apagado,3,other,off,0.5
